RiderID,TripNumber,ClipName,ClipFramePath,VideoName,FramePath,Time,Press,Pass_Distance,NearMiss,Seconds,SignedSpeed,Split
63,1,PassingEvent_Duration10s_018338.mp4,PassingEvent_Duration10s_018338,Trip_1.0_GOPR7384.LRV,MPDS_063/Trip_1.0_GOPR7384,00:10:19.807000,0,28.0,1,667,60.0,train
27,3,PassingEvent_Duration10s_008524.mp4,PassingEvent_Duration10s_008524,Trip_3.2_GP022952.LRV,MPDS_027/Trip_3.2_GP022952,00:01:37.653000,0,95.5,1,136,60.0,train
8,6,PassingEvent_Duration10s_001529.mp4,PassingEvent_Duration10s_001529,Trip_6.1_GP010020.LRV,MPDS_008/Trip_6.1_GP010020,00:05:31.941000,0,138.0,0,387,60.0,train
1,5,PassingEvent_Duration10s_000619.mp4,PassingEvent_Duration10s_000619,Trip_5.2_GP020010.LRV,MPDS_001/Trip_5.2_GP020010,00:00:47.989000,0,236.0,0,106,60.0,train
21,3,PassingEvent_Duration10s_005306.mp4,PassingEvent_Duration10s_005306,Trip_3.0_GOPR4704.LRV,MPDS_021/Trip_3.0_GOPR4704,00:11:07.417000,1,77.0,1,692,50.0,train
5,5,PassingEvent_Duration10s_001265.mp4,PassingEvent_Duration10s_001265,Trip_5.0_GOPR0025.LRV,MPDS_005/Trip_5.0_GOPR0025,00:06:04.499000,0,208.5,0,394,40.0,train
20,4,PassingEvent_Duration10s_004776.mp4,PassingEvent_Duration10s_004776,Trip_4.1_GP010030.LRV,MPDS_020/Trip_4.1_GP010030,00:06:41.501000,0,86.0,1,431,60.0,train
4,2,PassingEvent_Duration10s_001124.mp4,PassingEvent_Duration10s_001124,Trip_2.0_GOPR0004.LRV,MPDS_004/Trip_2.0_GOPR0004,00:15:32.254000,0,103.5,0,947,60.0,train
22,5,PassingEvent_Duration10s_005979.mp4,PassingEvent_Duration10s_005979,Trip_5.1_GP010014.LRV,MPDS_022/Trip_5.1_GP010014,00:00:26.161000,0,59.0,1,36,60.0,train
1,1,PassingEvent_Duration10s_000288.mp4,PassingEvent_Duration10s_000288,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:14:03.262000,0,175.0,0,859,60.0,train
45,2,PassingEvent_Duration10s_011870.mp4,PassingEvent_Duration10s_011870,Trip_2.0_GOPR0025.LRV,MPDS_045/Trip_2.0_GOPR0025,00:12:26.902000,0,89.0,1,800,60.0,train
1,3,PassingEvent_Duration10s_000395.mp4,PassingEvent_Duration10s_000395,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:02:51.399000,0,134.0,0,195,60.0,train
2,1,PassingEvent_Duration10s_000003.mp4,PassingEvent_Duration10s_000003,Trip_1.0_GOPR0002.LRV,MPDS_002/Trip_1.0_GOPR0002,00:07:46.367000,0,161.5,0,488,60.0,train
36,5,PassingEvent_Duration10s_010739.mp4,PassingEvent_Duration10s_010739,Trip_5.0_GOPR2963.LRV,MPDS_036/Trip_5.0_GOPR2963,00:09:39.810000,0,85.0,1,628,60.0,train
41,2,PassingEvent_Duration10s_006424.mp4,PassingEvent_Duration10s_006424,Trip_2.1_GP010041.LRV,MPDS_041/Trip_2.1_GP010041,00:11:36.638000,0,87.5,1,734,50.0,train
22,8,PassingEvent_Duration10s_006265.mp4,PassingEvent_Duration10s_006265,Trip_8.1_GP010017.LRV,MPDS_022/Trip_8.1_GP010017,00:07:35.970000,0,97.0,1,513,50.0,train
1,3,PassingEvent_Duration10s_000350.mp4,PassingEvent_Duration10s_000350,Trip_3.0_GOPR0008.LRV,MPDS_001/Trip_3.0_GOPR0008,00:09:49.130000,0,199.0,0,597,60.0,train
50,5,PassingEvent_Duration10s_014015.mp4,PassingEvent_Duration10s_014015,Trip_5.1_GP012522.LRV,MPDS_050/Trip_5.1_GP012522,00:05:59.367000,1,84.0,1,381,60.0,train
4,2,PassingEvent_Duration10s_001122.mp4,PassingEvent_Duration10s_001122,Trip_2.0_GOPR0004.LRV,MPDS_004/Trip_2.0_GOPR0004,00:15:26.550000,0,104.5,0,959,60.0,train
2,2,PassingEvent_Duration10s_000023.mp4,PassingEvent_Duration10s_000023,Trip_2.0_GOPR0003.LRV,MPDS_002/Trip_2.0_GOPR0003,00:03:44.600000,0,197.5,0,260,60.0,train
1,1,PassingEvent_Duration10s_000226.mp4,PassingEvent_Duration10s_000226,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:00:26.818000,0,189.0,0,75,60.0,train
49,5,PassingEvent_Duration10s_013651.mp4,PassingEvent_Duration10s_013651,Trip_5.1_GP012980.LRV,MPDS_049/Trip_5.1_GP012980,00:04:10.714000,0,68.5,1,293,70.0,train
12,2,PassingEvent_Duration10s_002592.mp4,PassingEvent_Duration10s_002592,Trip_2.0_GOPR0117.LRV,MPDS_012/Trip_2.0_GOPR0117,00:02:57.667000,0,86.5,1,217,60.0,train
22,4,PassingEvent_Duration10s_005893.mp4,PassingEvent_Duration10s_005893,Trip_4.0_GOPR0013.LRV,MPDS_022/Trip_4.0_GOPR0013,00:09:25.622000,0,78.0,1,602,60.0,train
1,1,PassingEvent_Duration10s_000244.mp4,PassingEvent_Duration10s_000244,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:02.962000,0,227.0,0,300,60.0,train
8,11,PassingEvent_Duration10s_001641.mp4,PassingEvent_Duration10s_001641,Trip_11.0_GOPR0025.LRV,MPDS_008/Trip_11.0_GOPR0025,00:11:20.521000,0,170.0,0,711,60.0,train
44,1,PassingEvent_Duration10s_012306.mp4,PassingEvent_Duration10s_012306,Trip_1.0_GOPR3970.LRV,MPDS_044/Trip_1.0_GOPR3970,00:08:01.318000,0,64.0,1,500,60.0,train
37,3,PassingEvent_Duration10s_011103.mp4,PassingEvent_Duration10s_011103,Trip_3.1_GP010018.LRV,MPDS_037/Trip_3.1_GP010018,00:17:33.338000,0,83.5,1,1073,60.0,train
8,5,PassingEvent_Duration10s_001518.mp4,PassingEvent_Duration10s_001518,Trip_5.0_GOPR0019.LRV,MPDS_008/Trip_5.0_GOPR0019,00:08:23.403000,0,105.0,0,527,50.0,train
2,5,PassingEvent_Duration10s_000164.mp4,PassingEvent_Duration10s_000164,Trip_5.1_GP010006.LRV,MPDS_002/Trip_5.1_GP010006,00:05:45.979000,0,204.5,0,404,40.0,train
8,9,PassingEvent_Duration10s_001575.mp4,PassingEvent_Duration10s_001575,Trip_9.0_GOPR0023.LRV,MPDS_008/Trip_9.0_GOPR0023,00:06:40.409000,0,145.0,0,425,50.0,train
48,11,PassingEvent_Duration10s_013301.mp4,PassingEvent_Duration10s_013301,Trip_11.1_GP012145.LRV,MPDS_048/Trip_11.1_GP012145,00:01:42.140000,0,89.5,1,110,40.0,train
50,6,PassingEvent_Duration10s_014042.mp4,PassingEvent_Duration10s_014042,Trip_6.0_GOPR2523.LRV,MPDS_050/Trip_6.0_GOPR2523,00:05:35.740000,1,83.0,1,379,50.0,train
1,3,PassingEvent_Duration10s_000442.mp4,PassingEvent_Duration10s_000442,Trip_3.3_GP030008.LRV,MPDS_001/Trip_3.3_GP030008,00:05:43.393000,0,291.0,0,367,50.0,train
1,4,PassingEvent_Duration10s_000459.mp4,PassingEvent_Duration10s_000459,Trip_4.1_GP010009.LRV,MPDS_001/Trip_4.1_GP010009,00:17:17.270000,0,228.0,0,1053,60.0,train
57,8,PassingEvent_Duration10s_016292.mp4,PassingEvent_Duration10s_016292,Trip_8.0_GOPR4736.LRV,MPDS_057/Trip_8.0_GOPR4736,00:07:29.121000,0,99.5,1,456,50.0,train
1,4,PassingEvent_Duration10s_000540.mp4,PassingEvent_Duration10s_000540,Trip_4.3_GP030009.LRV,MPDS_001/Trip_4.3_GP030009,00:05:18.728000,0,188.0,0,362,40.0,train
22,3,PassingEvent_Duration10s_005701.mp4,PassingEvent_Duration10s_005701,Trip_3.0_GOPR0012.LRV,MPDS_022/Trip_3.0_GOPR0012,00:15:16.207000,0,91.0,1,928,60.0,train
26,6,PassingEvent_Duration10s_008320.mp4,PassingEvent_Duration10s_008320,Trip_6.1_GP010012.LRV,MPDS_026/Trip_6.1_GP010012,00:02:09.280000,0,84.5,1,146,60.0,train
20,2,PassingEvent_Duration10s_004571.mp4,PassingEvent_Duration10s_004571,Trip_2.1_GP010027.LRV,MPDS_020/Trip_2.1_GP010027,00:11:15.859000,0,71.0,1,727,50.0,train
43,3,PassingEvent_Duration10s_012194.mp4,PassingEvent_Duration10s_012194,Trip_3.0_GOPR0357.LRV,MPDS_043/Trip_3.0_GOPR0357,00:07:05.105000,0,145.0,1,431,70.0,train
26,5,PassingEvent_Duration10s_008204.mp4,PassingEvent_Duration10s_008204,Trip_5.2_GP020009.LRV,MPDS_026/Trip_5.2_GP020009,00:02:02.900000,0,95.5,1,176,60.0,train
53,4,PassingEvent_Duration10s_015273.mp4,PassingEvent_Duration10s_015273,Trip_4.1_GP015400.LRV,MPDS_053/Trip_4.1_GP015400,00:00:48.950000,0,81.0,1,105,60.0,train
1,3,PassingEvent_Duration10s_000349.mp4,PassingEvent_Duration10s_000349,Trip_3.0_GOPR0008.LRV,MPDS_001/Trip_3.0_GOPR0008,00:09:43.209000,0,179.0,0,596,60.0,train
22,7,PassingEvent_Duration10s_006151.mp4,PassingEvent_Duration10s_006151,Trip_7.1_.LRV,MPDS_022/Trip_7.1_,00:06:37.478000,0,81.0,1,426,60.0,train
7,6,PassingEvent_Duration10s_001407.mp4,PassingEvent_Duration10s_001407,Trip_6.0_GOPR0017.LRV,MPDS_007/Trip_6.0_GOPR0017,00:08:32.160000,0,182.0,0,522,50.0,train
2,4,PassingEvent_Duration10s_000121.mp4,PassingEvent_Duration10s_000121,Trip_4.1_GP010005.LRV,MPDS_002/Trip_4.1_GP010005,00:14:05.684000,0,140.5,0,886,60.0,train
8,11,PassingEvent_Duration10s_001655.mp4,PassingEvent_Duration10s_001655,Trip_11.0_GOPR0025.LRV,MPDS_008/Trip_11.0_GOPR0025,00:14:30.948000,0,162.0,0,927,60.0,train
5,3,PassingEvent_Duration10s_001238.mp4,PassingEvent_Duration10s_001238,Trip_3.0_GOPR0023.LRV,MPDS_005/Trip_3.0_GOPR0023,00:10:02.434000,0,245.5,0,628,50.0,train
16,2,PassingEvent_Duration10s_003840.mp4,PassingEvent_Duration10s_003840,Trip_2.1_GP014696.LRV,MPDS_016/Trip_2.1_GP014696,00:12:44.372000,0,144.0,1,786,80.0,train
1,1,PassingEvent_Duration10s_000295.mp4,PassingEvent_Duration10s_000295,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:01:04.623000,0,125.0,0,101,60.0,train
5,5,PassingEvent_Duration10s_001272.mp4,PassingEvent_Duration10s_001272,Trip_5.0_GOPR0025.LRV,MPDS_005/Trip_5.0_GOPR0025,00:10:12.964000,0,242.5,0,670,60.0,train
8,10,PassingEvent_Duration10s_001604.mp4,PassingEvent_Duration10s_001604,Trip_10.1_GP010024.LRV,MPDS_008/Trip_10.1_GP010024,00:01:31.592000,0,167.0,0,127,50.0,train
7,8,PassingEvent_Duration10s_001450.mp4,PassingEvent_Duration10s_001450,Trip_8.3_GP030020.LRV,MPDS_007/Trip_8.3_GP030020,00:02:46.652000,0,95.0,1,205,60.0,train
5,11,PassingEvent_Duration10s_001301.mp4,PassingEvent_Duration10s_001301,Trip_11.0_GOPR0031.LRV,MPDS_005/Trip_11.0_GOPR0031,00:05:41.311000,0,204.5,0,360,60.0,train
7,1,PassingEvent_Duration10s_001335.mp4,PassingEvent_Duration10s_001335,Trip_1.0_GOPR0011.LRV,MPDS_007/Trip_1.0_GOPR0011,00:12:01.760000,0,196.0,0,767,40.0,train
20,4,PassingEvent_Duration10s_004782.mp4,PassingEvent_Duration10s_004782,Trip_4.1_GP010030.LRV,MPDS_020/Trip_4.1_GP010030,00:09:04.497000,0,74.0,1,574,60.0,train
62,2,PassingEvent_Duration10s_018038.mp4,PassingEvent_Duration10s_018038,Trip_2.1_GP010057.LRV,MPDS_062/Trip_2.1_GP010057,00:06:40.247000,0,130.0,1,415,80.0,train
62,7,PassingEvent_Duration10s_017853.mp4,PassingEvent_Duration10s_017853,Trip_7.1_GP010062.LRV,MPDS_062/Trip_7.1_GP010062,00:09:10.300000,0,129.0,1,568,80.0,train
7,10,PassingEvent_Duration10s_001475.mp4,PassingEvent_Duration10s_001475,Trip_10.0_GOPR0022.LRV,MPDS_007/Trip_10.0_GOPR0022,00:11:50.409000,0,155.0,0,735,50.0,train
2,2,PassingEvent_Duration10s_000045.mp4,PassingEvent_Duration10s_000045,Trip_2.2_GP020003.LRV,MPDS_002/Trip_2.2_GP020003,00:00:36.656000,0,124.5,0,75,60.0,train
22,7,PassingEvent_Duration10s_006111.mp4,PassingEvent_Duration10s_006111,Trip_7.0_GOPR0016.LRV,MPDS_022/Trip_7.0_GOPR0016,00:02:51.842000,0,55.0,1,222,40.0,train
16,1,PassingEvent_Duration10s_003584.mp4,PassingEvent_Duration10s_003584,Trip_1.2_GP020025.LRV,MPDS_016/Trip_1.2_GP020025,00:08:22.642000,0,85.0,1,541,60.0,train
9,5,PassingEvent_Duration10s_001893.mp4,PassingEvent_Duration10s_001893,Trip_5.1_GP010106.LRV,MPDS_009/Trip_5.1_GP010106,00:02:12.593000,1,121.5,0,168,60.0,train
55,11,PassingEvent_Duration10s_015730.mp4,PassingEvent_Duration10s_015730,Trip_11.0_GOPR2161.LRV,MPDS_055/Trip_11.0_GOPR2161,00:13:57.255000,0,95.0,1,852,50.0,train
33,4,PassingEvent_Duration10s_009611.mp4,PassingEvent_Duration10s_009611,Trip_4.0_GOPR0011.LRV,MPDS_033/Trip_4.0_GOPR0011,00:14:43.831000,0,67.0,1,933,60.0,train
8,2,PassingEvent_Duration10s_001483.mp4,PassingEvent_Duration10s_001483,Trip_2.1_GP010012.LRV,MPDS_008/Trip_2.1_GP010012,00:04:53.360000,0,250.0,0,315,50.0,train
8,7,PassingEvent_Duration10s_001555.mp4,PassingEvent_Duration10s_001555,Trip_7.0_GOPR0021.LRV,MPDS_008/Trip_7.0_GOPR0021,00:16:46.706000,0,134.0,0,1048,40.0,train
8,4,PassingEvent_Duration10s_001506.mp4,PassingEvent_Duration10s_001506,Trip_4.1_GP010018.LRV,MPDS_008/Trip_4.1_GP010018,00:01:58.515000,0,198.0,0,149,50.0,train
50,1,PassingEvent_Duration10s_013789.mp4,PassingEvent_Duration10s_013789,Trip_1.1_GP012510.LRV,MPDS_050/Trip_1.1_GP012510,00:12:50.764000,1,158.0,0,816,70.0,train
47,3,PassingEvent_Duration10s_013062.mp4,PassingEvent_Duration10s_013062,Trip_3.1_GP014726.LRV,MPDS_047/Trip_3.1_GP014726,00:13:51.830000,1,86.5,1,881,60.0,train
45,2,PassingEvent_Duration10s_011875.mp4,PassingEvent_Duration10s_011875,Trip_2.0_GOPR0025.LRV,MPDS_045/Trip_2.0_GOPR0025,00:13:48.257000,0,83.0,1,843,60.0,train
1,1,PassingEvent_Duration10s_000246.mp4,PassingEvent_Duration10s_000246,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:22.375000,0,143.0,0,284,60.0,train
8,10,PassingEvent_Duration10s_001602.mp4,PassingEvent_Duration10s_001602,Trip_10.1_GP010024.LRV,MPDS_008/Trip_10.1_GP010024,00:01:05.775000,0,170.0,0,112,50.0,train
1,1,PassingEvent_Duration10s_000236.mp4,PassingEvent_Duration10s_000236,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:02:17.992000,0,185.0,0,197,60.0,train
33,7,PassingEvent_Duration10s_009800.mp4,PassingEvent_Duration10s_009800,Trip_7.0_GOPR0014.LRV,MPDS_033/Trip_7.0_GOPR0014,00:17:12.499000,0,90.0,1,1062,60.0,train
62,4,PassingEvent_Duration10s_018286.mp4,PassingEvent_Duration10s_018286,Trip_4.2_GP020059.LRV,MPDS_062/Trip_4.2_GP020059,00:08:46.440000,0,65.0,1,552,60.0,train
8,7,PassingEvent_Duration10s_001554.mp4,PassingEvent_Duration10s_001554,Trip_7.0_GOPR0021.LRV,MPDS_008/Trip_7.0_GOPR0021,00:16:39.801000,0,124.0,0,1047,40.0,train
33,4,PassingEvent_Duration10s_009584.mp4,PassingEvent_Duration10s_009584,Trip_4.0_GOPR0011.LRV,MPDS_033/Trip_4.0_GOPR0011,00:02:55.958000,0,90.0,1,232,60.0,train
61,10,PassingEvent_Duration10s_017650.mp4,PassingEvent_Duration10s_017650,Trip_10.0_GOPR0059.LRV,MPDS_061/Trip_10.0_GOPR0059,00:05:46.852000,0,133.0,1,397,70.0,train
4,4,PassingEvent_Duration10s_001158.mp4,PassingEvent_Duration10s_001158,Trip_4.0_GOPR0008.LRV,MPDS_004/Trip_4.0_GOPR0008,00:09:36.854000,0,103.5,0,627,60.0,train
63,12,PassingEvent_Duration10s_018591.mp4,PassingEvent_Duration10s_018591,Trip_12.1_GP010667.LRV,MPDS_063/Trip_12.1_GP010667,00:03:28.620000,1,101.0,0,245,60.0,train
8,7,PassingEvent_Duration10s_001535.mp4,PassingEvent_Duration10s_001535,Trip_7.0_GOPR0021.LRV,MPDS_008/Trip_7.0_GOPR0021,00:07:41.134000,0,191.0,0,469,50.0,train
1,5,PassingEvent_Duration10s_000607.mp4,PassingEvent_Duration10s_000607,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:14:36.961000,0,164.0,0,934,60.0,train
63,6,PassingEvent_Duration10s_018414.mp4,PassingEvent_Duration10s_018414,Trip_6.0_GOPR8949.LRV,MPDS_063/Trip_6.0_GOPR8949,00:12:32.151000,0,96.0,1,761,60.0,train
38,1,PassingEvent_Duration10s_011174.mp4,PassingEvent_Duration10s_011174,Trip_1.2_GP022121.LRV,MPDS_038/Trip_1.2_GP022121,00:06:26.788000,0,78.5,1,433,60.0,train
22,7,PassingEvent_Duration10s_006120.mp4,PassingEvent_Duration10s_006120,Trip_7.0_GOPR0016.LRV,MPDS_022/Trip_7.0_GOPR0016,00:11:39.458000,0,62.0,1,726,50.0,train
59,10,PassingEvent_Duration10s_016927.mp4,PassingEvent_Duration10s_016927,Trip_10.0_GOPR0197.LRV,MPDS_059/Trip_10.0_GOPR0197,00:09:31.761000,0,92.5,1,617,40.0,train
1,5,PassingEvent_Duration10s_000588.mp4,PassingEvent_Duration10s_000588,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:03:10.104000,0,117.0,0,196,60.0,train
1,5,PassingEvent_Duration10s_000552.mp4,PassingEvent_Duration10s_000552,Trip_5.0_GOPR0010.LRV,MPDS_001/Trip_5.0_GOPR0010,00:08:34.236000,0,276.0,0,528,70.0,train
53,7,PassingEvent_Duration10s_015336.mp4,PassingEvent_Duration10s_015336,Trip_7.0_GOPR7269.LRV,MPDS_053/Trip_7.0_GOPR7269,00:04:18.254000,0,95.0,1,273,60.0,train
4,2,PassingEvent_Duration10s_001128.mp4,PassingEvent_Duration10s_001128,Trip_2.1_GP010004.LRV,MPDS_004/Trip_2.1_GP010004,00:03:13.626000,0,105.5,0,231,60.0,train
1,1,PassingEvent_Duration10s_000213.mp4,PassingEvent_Duration10s_000213,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:05:54.463000,0,165.0,0,382,60.0,train
33,9,PassingEvent_Duration10s_009895.mp4,PassingEvent_Duration10s_009895,Trip_9.1_GP010016.LRV,MPDS_033/Trip_9.1_GP010016,00:10:06.308000,0,51.0,1,624,40.0,train
2,4,PassingEvent_Duration10s_000095.mp4,PassingEvent_Duration10s_000095,Trip_4.0_GOPR0005.LRV,MPDS_002/Trip_4.0_GOPR0005,00:02:09.583000,0,204.5,0,164,60.0,train
30,6,PassingEvent_Duration10s_009149.mp4,PassingEvent_Duration10s_009149,Trip_6.1_GP014720.LRV,MPDS_030/Trip_6.1_GP014720,00:02:07.943000,0,81.0,1,184,40.0,train
49,5,PassingEvent_Duration10s_013607.mp4,PassingEvent_Duration10s_013607,Trip_5.0_GOPR2980.LRV,MPDS_049/Trip_5.0_GOPR2980,00:07:44.248000,0,97.5,1,479,50.0,train
1,3,PassingEvent_Duration10s_000346.mp4,PassingEvent_Duration10s_000346,Trip_3.0_GOPR0008.LRV,MPDS_001/Trip_3.0_GOPR0008,00:09:25.397000,0,133.0,0,589,60.0,train
33,9,PassingEvent_Duration10s_009849.mp4,PassingEvent_Duration10s_009849,Trip_9.0_GOPR0016.LRV,MPDS_033/Trip_9.0_GOPR0016,00:11:29.699000,0,128.0,1,731,80.0,train
4,4,PassingEvent_Duration10s_001173.mp4,PassingEvent_Duration10s_001173,Trip_4.0_GOPR0008.LRV,MPDS_004/Trip_4.0_GOPR0008,00:12:25.166000,0,148.5,0,755,60.0,train
5,3,PassingEvent_Duration10s_001248.mp4,PassingEvent_Duration10s_001248,Trip_3.0_GOPR0023.LRV,MPDS_005/Trip_3.0_GOPR0023,00:12:05.216000,0,234.5,0,738,50.0,train
10,1,PassingEvent_Duration10s_002304.mp4,PassingEvent_Duration10s_002304,Trip_1.0_GOPR0034.LRV,MPDS_010/Trip_1.0_GOPR0034,00:09:35.772000,0,76.0,1,621,50.0,train
3,1,PassingEvent_Duration10s_000666.mp4,PassingEvent_Duration10s_000666,Trip_1.2_GP020005.LRV,MPDS_003/Trip_1.2_GP020005,00:06:14.434000,0,256.0,0,400,60.0,train
2,1,PassingEvent_Duration10s_000006.mp4,PassingEvent_Duration10s_000006,Trip_1.0_GOPR0002.LRV,MPDS_002/Trip_1.0_GOPR0002,00:08:05.180000,0,186.5,0,496,60.0,train
16,4,PassingEvent_Duration10s_003958.mp4,PassingEvent_Duration10s_003958,Trip_4.3_GP034698.LRV,MPDS_016/Trip_4.3_GP034698,00:00:33.824000,0,79.0,1,82,60.0,train
36,3,PassingEvent_Duration10s_010551.mp4,PassingEvent_Duration10s_010551,Trip_3.1_GP012961.LRV,MPDS_036/Trip_3.1_GP012961,00:05:21.338000,0,73.0,1,341,60.0,train
50,6,PassingEvent_Duration10s_014078.mp4,PassingEvent_Duration10s_014078,Trip_6.0_GOPR2523.LRV,MPDS_050/Trip_6.0_GOPR2523,00:17:17.150000,1,148.0,0,1046,60.0,train
1,4,PassingEvent_Duration10s_000461.mp4,PassingEvent_Duration10s_000461,Trip_4.1_GP010009.LRV,MPDS_001/Trip_4.1_GP010009,00:17:27.834000,0,298.0,0,1097,60.0,train
7,11,PassingEvent_Duration10s_001480.mp4,PassingEvent_Duration10s_001480,Trip_11.0_GOPR0023.LRV,MPDS_007/Trip_11.0_GOPR0023,00:06:16.114000,0,61.0,1,383,60.0,train
8,3,PassingEvent_Duration10s_001491.mp4,PassingEvent_Duration10s_001491,Trip_3.0_GOPR0013.LRV,MPDS_008/Trip_3.0_GOPR0013,00:07:22.950000,0,115.0,0,499,50.0,train
9,8,PassingEvent_Duration10s_002021.mp4,PassingEvent_Duration10s_002021,Trip_8.1_GP010110.LRV,MPDS_009/Trip_8.1_GP010110,00:01:55.296000,0,95.5,1,133,50.0,train
1,1,PassingEvent_Duration10s_000286.mp4,PassingEvent_Duration10s_000286,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:13:13.429000,0,169.0,0,819,60.0,train
2,4,PassingEvent_Duration10s_000129.mp4,PassingEvent_Duration10s_000129,Trip_4.1_GP010005.LRV,MPDS_002/Trip_4.1_GP010005,00:16:06.765000,0,136.5,0,1012,60.0,train
1,5,PassingEvent_Duration10s_000609.mp4,PassingEvent_Duration10s_000609,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:15:35.600000,0,221.0,0,971,40.0,train
8,11,PassingEvent_Duration10s_001656.mp4,PassingEvent_Duration10s_001656,Trip_11.0_GOPR0025.LRV,MPDS_008/Trip_11.0_GOPR0025,00:14:34.250000,0,157.0,0,889,60.0,train
1,3,PassingEvent_Duration10s_000361.mp4,PassingEvent_Duration10s_000361,Trip_3.1_GP010008.LRV,MPDS_001/Trip_3.1_GP010008,00:02:10.372000,0,197.0,0,152,60.0,train
5,5,PassingEvent_Duration10s_001263.mp4,PassingEvent_Duration10s_001263,Trip_5.0_GOPR0025.LRV,MPDS_005/Trip_5.0_GOPR0025,00:04:29.936000,0,192.5,0,325,40.0,train
2,2,PassingEvent_Duration10s_000051.mp4,PassingEvent_Duration10s_000051,Trip_2.2_GP020003.LRV,MPDS_002/Trip_2.2_GP020003,00:02:33.834000,0,151.5,0,203,60.0,train
3,1,PassingEvent_Duration10s_000661.mp4,PassingEvent_Duration10s_000661,Trip_1.2_GP020005.LRV,MPDS_003/Trip_1.2_GP020005,00:03:48.370000,0,109.0,0,250,60.0,train
33,6,PassingEvent_Duration10s_009711.mp4,PassingEvent_Duration10s_009711,Trip_6.0_GOPR0013.LRV,MPDS_033/Trip_6.0_GOPR0013,00:13:19.489000,1,79.0,1,828,50.0,train
7,8,PassingEvent_Duration10s_001442.mp4,PassingEvent_Duration10s_001442,Trip_8.0_GOPR0020.LRV,MPDS_007/Trip_8.0_GOPR0020,00:12:50.878000,0,195.0,0,823,50.0,train
50,1,PassingEvent_Duration10s_013802.mp4,PassingEvent_Duration10s_013802,Trip_1.3_GP032510.LRV,MPDS_050/Trip_1.3_GP032510,00:00:17.303000,0,111.0,1,35,70.0,train
1,3,PassingEvent_Duration10s_000391.mp4,PassingEvent_Duration10s_000391,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:02:33.487000,0,160.0,0,182,60.0,train
8,3,PassingEvent_Duration10s_001499.mp4,PassingEvent_Duration10s_001499,Trip_3.0_GOPR0013.LRV,MPDS_008/Trip_3.0_GOPR0013,00:14:43.890000,0,205.0,0,936,40.0,train
1,1,PassingEvent_Duration10s_000221.mp4,PassingEvent_Duration10s_000221,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:09:09.103000,0,124.0,0,555,50.0,train
22,4,PassingEvent_Duration10s_005911.mp4,PassingEvent_Duration10s_005911,Trip_4.0_GOPR0013.LRV,MPDS_022/Trip_4.0_GOPR0013,00:14:07.370000,0,95.0,1,869,60.0,train
58,10,PassingEvent_Duration10s_016852.mp4,PassingEvent_Duration10s_016852,Trip_10.0_GOPR2994.LRV,MPDS_058/Trip_10.0_GOPR2994,00:15:39.685000,1,122.0,0,980,60.0,train
7,1,PassingEvent_Duration10s_001357.mp4,PassingEvent_Duration10s_001357,Trip_1.1_GP010011.LRV,MPDS_007/Trip_1.1_GP010011,00:01:04.357000,0,57.0,1,85,60.0,train
1,4,PassingEvent_Duration10s_000500.mp4,PassingEvent_Duration10s_000500,Trip_4.2_GP020009.LRV,MPDS_001/Trip_4.2_GP020009,00:05:32.138000,0,137.0,0,340,60.0,train
1,5,PassingEvent_Duration10s_000613.mp4,PassingEvent_Duration10s_000613,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:17:36.181000,0,258.0,0,1067,60.0,train
63,11,PassingEvent_Duration10s_018558.mp4,PassingEvent_Duration10s_018558,Trip_11.0_GOPR0362.LRV,MPDS_063/Trip_11.0_GOPR0362,00:07:40.195000,0,71.0,1,472,50.0,train
20,9,PassingEvent_Duration10s_004295.mp4,PassingEvent_Duration10s_004295,Trip_9.0_GOPR0036.LRV,MPDS_020/Trip_9.0_GOPR0036,00:03:34.154000,0,43.0,1,223,40.0,train
1,5,PassingEvent_Duration10s_000631.mp4,PassingEvent_Duration10s_000631,Trip_5.2_GP020010.LRV,MPDS_001/Trip_5.2_GP020010,00:05:28.676000,0,80.0,1,369,50.0,train
